"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","33/1101","179/18860",0.184357541899441,3.15802292481695,7.2231435392556,3.45403534899958e-09,4.94393816440589e-07,4.14680773052012e-07,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP5PO/PARP1/RFK/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/ADSL/SDHA/ATP5F1A",33
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","27/1101","129/18860",0.209302325581395,3.58532412394652,7.33623286233854,5.40686696804023e-09,7.53546512177397e-07,6.3204926884016e-07,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NDUFA6/ATP5MJ/NDUFV2/ATP5PO/PARP1/NDUFS5/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/ENO1/ATP5MG/SDHA/ATP5F1A",27
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","42/1101","273/18860",0.153846153846154,2.63536645008035,6.77696892176744,8.02648328540721e-09,1.08995526870555e-06,9.14217529404006e-07,"NDUFA10/STOML2/PDHA1/NDUFA13/NDUFA1/NUDT2/NMNAT2/NDUFA6/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP5PO/PARP1/NDUFS5/MTHFD1/LETMD1/ATP5F1B/PDP1/NDUFV1/NDUFS7/IMPDH2/DLD/NDUFB8/NDUFAB1/ACACA/ATP5F1C/ALDOA/ACLY/NDUFS3/VCP/SNCA/PINK1/SLC4A7/ENO1/ATP5MG/ACOT7/PRPS1/ADSL/SDHA/ATP5F1A",42
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","35/1101","204/18860",0.17156862745098,2.93895033035921,6.93292077357772,8.28008956938309e-09,1.09628385898632e-06,9.19525736389386e-07,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NMNAT2/NDUFA6/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP5PO/PARP1/NDUFS5/MTHFD1/LETMD1/ATP5F1B/NDUFV1/NDUFS7/IMPDH2/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/SLC4A7/ENO1/ATP5MG/PRPS1/ADSL/SDHA/ATP5F1A",35
"GO:0009165","GO:0009165","nucleotide biosynthetic process","38/1101","239/18860",0.158995815899582,2.72357955301191,6.67686384116132,1.66241957706715e-08,2.14735953174332e-06,1.80113237874797e-06,"NDUFA10/STOML2/NDUFA13/NDUFA1/NUDT2/NMNAT2/NDUFA6/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP5PO/PARP1/RFK/NDUFS5/MTHFD1/LETMD1/ATP5F1B/KARS1/NDUFV1/NDUFS7/IMPDH2/AK6/NDUFB8/NDUFAB1/ATP5F1C/ALDOA/NDUFS3/VCP/PINK1/SLC4A7/ENO1/ATP5MG/PRPS1/ADSL/SDHA/ATP5F1A",38
"GO:0032204","GO:0032204","regulation of telomere maintenance","24/1101","111/18860",0.216216216216216,3.70375825416697,7.11351135781513,1.94298403322103e-08,2.39736593720392e-06,2.0108292763159e-06,"YLPM1/SLF2/ATRX/NBN/NVL/HNRNPU/TERF2IP/PTGES3/PPP1R10/NAT10/PARP1/CCT3/DKC1/RUVBL1/CTNNB1/YY1/CCT7/GNL3/CCT4/CCT2/RAD50/TP53/HSP90AA1/ATR",24
"GO:0034504","GO:0034504","protein localization to nucleus","48/1101","345/18860",0.139130434782609,2.38328792007266,6.45660190374342,1.94650179946693e-08,2.39736593720392e-06,2.0108292763159e-06,"PARK7/TNPO2/TNPO1/MFHAS1/NUTF2/HDGF/YWHAZ/PHB2/CREBBP/NVL/KPNB1/MARK3/HNRNPU/EP300/POM121/POM121C/IFNAR2/ZBTB7A/JAK1/MED1/PPP1R10/DNAJB6/CRY2/TESK1/PARP1/TCF7L2/CCT3/DKC1/DVL1/NUP50/CCT7/RAN/CSE1L/NOL8/CCT4/PIK3R1/RRS1/IPO7/SRSF1/PIKFYVE/APP/TGFB2/CCT2/TP53/HSP90AA1/FLCN/SUMO1/PYGO1",48
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","42/1101","283/18860",0.148409893992933,2.54224396067821,6.50881970325972,2.33694172318428e-08,2.81282803772362e-06,2.35930480187504e-06,"ACTB/FAM168A/SLF2/ATRX/CREBBP/NBN/NVL/ARID1A/SMARCA4/TERF2IP/BCL7A/PTGES3/PPP1R10/TNFAIP1/PRKDC/WAS/SMARCC1/PARP1/CCT3/WIZ/VEGFA/MORF4L1/DKC1/RUVBL1/HMGB1/CTNNB1/YY1/CCT7/BAZ1A/KCTD13/GNL3/CCT4/DHX9/H2AX/UBE2N/ACTR2/CCT2/RAD50/FGFR1/HSP90AA1/ATR/SMARCC2",42
"GO:0032200","GO:0032200","telomere organization","33/1101","193/18860",0.170984455958549,2.92894354166961,6.70663457180515,2.39606663895136e-08,2.8199042044192e-06,2.36524005061397e-06,"YLPM1/SLF2/ATRX/H4C3/DCLRE1C/NBN/NVL/HNRNPU/TERF2IP/RPA2/HSP90AB1/PTGES3/RAD51C/PPP1R10/NAT10/PRKDC/PARP1/CCT3/NHP2/DKC1/RUVBL1/PPP1CA/CTNNB1/YY1/CCT7/XRCC6/GNL3/CCT4/CCT2/RAD50/TP53/HSP90AA1/ATR",33
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","18/1101","68/18860",0.264705882352941,4.53438050969707,7.26984236901252,4.24911761427452e-08,4.89202758373867e-06,4.10326689524908e-06,"NDUFA10/STOML2/NDUFA13/NDUFA1/NDUFA6/NDUFV2/ATP5PO/NDUFS5/ATP5F1B/NDUFV1/NDUFS7/NDUFB8/NDUFAB1/ATP5F1C/NDUFS3/ATP5MG/SDHA/ATP5F1A",18
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","46/1101","332/18860",0.13855421686747,2.37341737522296,6.28638600090501,4.36092405496302e-08,4.9139263393796e-06,4.12163482910278e-06,"NDUFA10/STOML2/PDHA1/NDUFA13/NDUFA1/NUDT2/NMNAT2/NDUFA6/ATP5MJ/ADCY2/ATIC/NDUFV2/GUCY1B1/ATP5PO/PARP1/RFK/NDUFS5/MTHFD1/LETMD1/ATP5F1B/PDP1/KARS1/NDUFV1/NDUFS7/IMPDH2/DLD/AK6/NDUFB8/NDUFAB1/ACACA/ATP5F1C/ALDOA/ACLY/NDUFS3/VCP/SNCA/PINK1/SLC4A7/ENO1/ATP5MG/ACOT7/PRPS1/ADSL/UGDH/SDHA/ATP5F1A",46
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","19/1101","76/18860",0.25,4.28247048138056,7.13932778063617,4.9313358377735e-08,5.44090720767677e-06,4.56364851653601e-06,"NDUFA10/STOML2/NDUFA13/NDUFA1/NDUFA6/ATP5MJ/NDUFV2/ATP5PO/NDUFS5/ATP5F1B/NDUFV1/NDUFS7/NDUFB8/NDUFAB1/ATP5F1C/NDUFS3/ATP5MG/SDHA/ATP5F1A",19
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","22/1101","100/18860",0.22,3.7685740236149,6.91167739152887,5.40884437482734e-08,5.72904796181712e-06,4.8053312130045e-06,"NDUFA10/PARK7/UQCR10/NDUFA1/NDUFA6/NDUFV2/COX6B1/NDUFS5/NDUFV1/NDUFS7/GHITM/DLD/NDUFB8/COX4I1/UQCRC2/NDUFAB1/NDUFS3/SNCA/PINK1/UQCRC1/MTCH2/SDHA",22
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","22/1101","100/18860",0.22,3.7685740236149,6.91167739152887,5.40884437482734e-08,5.72904796181712e-06,4.8053312130045e-06,"NDUFA10/PARK7/UQCR10/NDUFA1/NDUFA6/NDUFV2/COX6B1/NDUFS5/NDUFV1/NDUFS7/GHITM/DLD/NDUFB8/COX4I1/UQCRC2/NDUFAB1/NDUFS3/SNCA/PINK1/UQCRC1/MTCH2/SDHA",22
"GO:0051052","GO:0051052","regulation of DNA metabolic process","60/1101","497/18860",0.120724346076459,2.06799379382562,6.00784669950598,7.09743037622115e-08,7.37019436715043e-06,6.18186918217817e-06,"YLPM1/ACTB/FAM168A/SLF2/ATRX/CREBBP/NBN/NVL/HNRNPU/ARID1A/SMARCA4/TERF2IP/KDM1A/BCL7A/RPA2/SMC3/PTGES3/SF3B5/SUB1/PPP1R10/NAT10/TNFAIP1/PRKDC/WAS/SMARCC1/PPP4R3A/PARP1/CCT3/WIZ/VEGFA/MORF4L1/DKC1/RUVBL1/HMGB1/UBE2V1/TAF9/CTNNB1/ORC3/YY1/CCT7/BAZ1A/DYNLL1/KCTD13/GNL3/CCT4/DHX9/S100A11/H2AX/UBE2N/ACTR2/CCT2/RAD50/UBQLN4/TP53/FGFR1/HSP90AA1/ATR/CUL4A/SMARCC2/OGG1",60
"GO:1902600","GO:1902600","proton transmembrane transport","32/1101","192/18860",0.166666666666667,2.85498032092038,6.43257355561013,7.24066934174879e-08,7.37434323728876e-06,6.18534911380159e-06,"NDUFA10/LAMP1/ATP1A1/PHB2/ATP1B1/UQCR10/NDUFA1/ATP6V1H/NDUFA6/NDUFV2/ATP6V1A/ATP5PO/SLC9A6/COX6B1/SLC25A4/NDUFS5/ATP5F1B/NDUFV1/NDUFS7/GHITM/CLCN3/NDUFB8/COX4I1/ATP6V1E1/SLC25A12/ATP6V0A2/ATP5F1C/NDUFS3/ATP6AP1/ATP5MG/UQCRC1/ATP5F1A",32
"GO:0010970","GO:0010970","transport along microtubule","31/1101","183/18860",0.169398907103825,2.90178327700104,6.43689975622246,7.88585655141e-08,7.87990496155988e-06,6.60939714934463e-06,"COPG1/MAP1B/BICD1/LAMP1/TUBA1A/HNRNPU/AP3D1/SFPQ/UCHL1/KIF1A/PAFAH1B1/CDC42/SPG7/MAPT/RAB6A/SSX2IP/LRPPRC/RUFY3/SOD1/KIF1B/DST/DYNC1H1/DYNLL1/TRAK1/HSBP1/KIF5C/APP/RAB1A/BICD2/AP3M2/KIFAP3",31
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","20/1101","86/18860",0.232558139534884,3.98369347105169,6.90508070606946,8.14036000608739e-08,7.98358270226645e-06,6.69635852352608e-06,"RBM25/HNRNPL/NOVA1/SFSWAP/HNRNPU/SRSF7/SRSF5/SRSF2/SFPQ/ZBTB7A/SRSF9/SAP18/TIA1/PQBP1/CELF2/SRSF6/SRSF4/DHX9/SRSF1/CELF3",20
"GO:0032984","GO:0032984","protein-containing complex disassembly","39/1101","264/18860",0.147727272727273,2.53055073899761,6.23567773200966,8.35727609725916e-08,8.0472971292881e-06,6.74980002496338e-06,"WNK1/MAP1B/TTBK2/SUPT16H/ADD1/ATP2A2/KLC1/SCAF4/ARID1A/SMARCA4/CALM1/PPP1R10/SET/GAS2L1/SMARCC1/SPTAN1/CAMSAP2/CHMP2A/RNF25/PPP1CA/ACTN2/HSPA8/CAPZA2/ETF1/SETX/NSF/TSG101/VPS16/ATG12/MAP1LC3B/NAPA/VCP/SSRP1/UBQLN4/DSTN/GABARAPL2/APC/NAV3/SMARCC2",39
"GO:0140238","GO:0140238","presynaptic endocytosis","19/1101","80/18860",0.2375,4.06834695731153,6.84771066853965,1.19604163341737e-07,1.11438306504543e-05,9.34706736860337e-06,"ACTB/PARK7/ACTG1/CTBP1/CALM1/CALM2/AP3D1/BIN1/AP2A2/CLTA/VAMP2/AAK1/SCRIB/AMPH/AP2M1/SNCA/AP3M2/DNM3/NECAP1",19
"GO:0000245","GO:0000245","spliceosomal complex assembly","21/1101","96/18860",0.21875,3.74716167120799,6.71894148769232,1.19939264931249e-07,1.11438306504543e-05,9.34706736860337e-06,"U2AF2/DDX39B/SF1/SFSWAP/PRPF6/USP39/PSIP1/SRSF5/SF3B5/SRSF9/LUC7L3/SF3B1/SCAF11/SF3B4/CELF2/SRSF6/LUC7L/SETX/SRSF1/CELF3/SRPK2",21
"GO:2001252","GO:2001252","positive regulation of chromosome organization","22/1101","105/18860",0.20952380952381,3.58911811772847,6.62417374762821,1.35980301195552e-07,1.24164081919248e-05,1.04144622694234e-05,"SLF2/ATRX/MACROH2A1/NBN/NVL/TERF2IP/PTGES3/SFPQ/PPP1R10/CCT3/DKC1/RUVBL1/CTNNB1/YY1/CCT7/NUMA1/GNL3/CCT4/CCT2/RAD50/HSP90AA1/ATR",22
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","18/1101","74/18860",0.243243243243243,4.16672803593785,6.79599739934691,1.73684297810525e-07,1.5590373579738e-05,1.30766768378308e-05,"ATRX/NBN/NVL/TERF2IP/PTGES3/PPP1R10/CCT3/DKC1/RUVBL1/CTNNB1/YY1/CCT7/GNL3/CCT4/CCT2/RAD50/HSP90AA1/ATR",18
"GO:0007004","GO:0007004","telomere maintenance via telomerase","16/1101","60/18860",0.266666666666667,4.5679685134726,6.89225678902878,2.13485304284496e-07,1.88436361915115e-05,1.58054032294838e-05,"HNRNPU/TERF2IP/HSP90AB1/PTGES3/NAT10/CCT3/NHP2/DKC1/CTNNB1/CCT7/CCT4/CCT2/RAD50/TP53/HSP90AA1/ATR",16
"GO:0051648","GO:0051648","vesicle localization","34/1101","223/18860",0.152466367713004,2.61173087653702,6.02838098057406,2.61501865068533e-07,2.27035061869336e-05,1.90429313302711e-05,"WASL/DCTN2/SYN3/MKKS/CCDC186/CTBP1/CUL3/AP3D1/PDCD6/KIF1A/TRAPPC4/PAFAH1B1/TESK1/CHMP2A/RAB11B/SNAP25/CTNNB1/KIF1B/COPS5/TRAK1/PEF1/TSG101/SCRIB/KIF5C/RAB1A/SNCA/PINK1/RAB27A/VPS33B/UNC13B/AP3M2/KIFAP3/TRAPPC2L/DNM3",34
"GO:0019646","GO:0019646","aerobic electron transport chain","20/1101","93/18860",0.21505376344086,3.68384557538113,6.4601902344778,3.20336741957155e-07,2.69286251651602e-05,2.25868178957259e-05,"NDUFA10/PARK7/UQCR10/NDUFA1/NDUFA6/NDUFV2/COX6B1/NDUFS5/NDUFV1/NDUFS7/DLD/NDUFB8/COX4I1/UQCRC2/NDUFAB1/NDUFS3/SNCA/PINK1/UQCRC1/SDHA",20
"GO:0072384","GO:0072384","organelle transport along microtubule","20/1101","93/18860",0.21505376344086,3.68384557538113,6.4601902344778,3.20336741957155e-07,2.69286251651602e-05,2.25868178957259e-05,"COPG1/MAP1B/BICD1/LAMP1/TUBA1A/AP3D1/UCHL1/KIF1A/PAFAH1B1/CDC42/MAPT/RAB6A/LRPPRC/KIF1B/TRAK1/HSBP1/RAB1A/BICD2/AP3M2/KIFAP3",20
"GO:0008088","GO:0008088","axo-dendritic transport","19/1101","85/18860",0.223529411764706,3.82903243041086,6.50880337546947,3.32343654660047e-07,2.75014374231189e-05,2.3067273399102e-05,"HNRNPU/AP3D1/SFPQ/UCHL1/KIF1A/PAFAH1B1/SPG7/MAPT/RUFY3/SOD1/KIF1B/DST/DYNC1H1/TRAK1/HSBP1/KIF5C/APP/AP3M2/KIFAP3",19
"GO:0002181","GO:0002181","cytoplasmic translation","32/1101","208/18860",0.153846153846154,2.63536645008035,5.90510717231234,4.75127866557195e-07,3.87119566351831e-05,3.24702768724107e-05,"FXR1/PABPC1/HNRNPU/RPL3/SARS1/NMNAT2/FAU/RPS15/EIF3C/EIF3CL/RPL29/RPL4/EIF3B/AARS1/METTL3/RPL17/USP4/EIF4B/RPL15/SYNCRIP/UBA52/EIF3H/ETF1/RPL19/RPLP0/EIF3D/DHX9/RPL7A/EIF2B1/EIF3G/RPL35A/EIF5",32
"GO:0022904","GO:0022904","respiratory electron transport chain","22/1101","115/18860",0.191304347826087,3.27702089009991,6.09841463392438,7.17255831782736e-07,5.75459092096417e-05,4.82675578121895e-05,"NDUFA10/PARK7/UQCR10/NDUFA1/NDUFA6/NDUFV2/COX6B1/NDUFS5/NDUFV1/NDUFS7/GHITM/DLD/NDUFB8/COX4I1/UQCRC2/NDUFAB1/NDUFS3/SNCA/PINK1/UQCRC1/MTCH2/SDHA",22
"GO:0022411","GO:0022411","cellular component disassembly","56/1101","483/18860",0.115942028985507,1.98607326672722,5.46624607747097,7.28016600650679e-07,5.75459092096417e-05,4.82675578121895e-05,"WNK1/GOLGA2/MAP1B/TTBK2/SUPT16H/ADD1/ADGRB3/ATP2A2/USP10/KLHDC10/KLC1/SCAF4/ARID1A/SMARCA4/CALM1/PPP1R10/SET/GAS2L1/SMARCC1/SPTAN1/PAFAH1B1/CAMSAP2/DICER1/CHMP2A/TCF25/PLAAT3/RNF25/PPP1CA/ACTN2/HSPA8/CAPZA2/ETF1/SETX/NSF/TSG101/VPS16/ATG12/PIK3R1/MAP1LC3B/AKAP8L/NAPA/SKIC8/LRRC49/TGFB2/VCP/SSRP1/UBQLN4/MAP4/RAC2/DSTN/GABARAPL2/ATR/APC/NAV3/MAPRE2/SMARCC2",56
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","17/1101","73/18860",0.232876712328767,3.98915058539559,6.37124407441816,7.41001842332015e-07,5.7710967014564e-05,4.84060027034226e-05,"HNRNPU/TERF2IP/HSP90AB1/PTGES3/NAT10/PARP1/CCT3/NHP2/DKC1/CTNNB1/CCT7/CCT4/CCT2/RAD50/TP53/HSP90AA1/ATR",17
"GO:0022900","GO:0022900","electron transport chain","23/1101","125/18860",0.184,3.15189827429609,6.01026514092966,8.28995477703087e-07,6.36284065205152e-05,5.33693503570866e-05,"NDUFA10/PARK7/UQCR10/NDUFA1/NDUFA6/ENOX2/NDUFV2/COX6B1/NDUFS5/NDUFV1/NDUFS7/GHITM/DLD/NDUFB8/COX4I1/UQCRC2/NDUFAB1/NDUFS3/SNCA/PINK1/UQCRC1/MTCH2/SDHA",23
"GO:0051650","GO:0051650","establishment of vesicle localization","31/1101","203/18860",0.152709359605911,2.61589329897138,5.76346326311225,8.42179606332226e-07,6.37169027876496e-05,5.34435780258947e-05,"WASL/DCTN2/MKKS/CCDC186/CUL3/AP3D1/PDCD6/KIF1A/TRAPPC4/PAFAH1B1/TESK1/CHMP2A/RAB11B/SNAP25/CTNNB1/KIF1B/COPS5/TRAK1/PEF1/TSG101/SCRIB/KIF5C/RAB1A/SNCA/PINK1/RAB27A/UNC13B/AP3M2/KIFAP3/TRAPPC2L/DNM3",31
"GO:0016236","GO:0016236","macroautophagy","49/1101","403/18860",0.121588089330025,2.08278961377318,5.47091269574633,9.11543878178325e-07,6.79934701244001e-05,5.70306177303563e-05,"CDC37/ATP2A2/CSNK1A1/USP33/PHB2/GAPDH/EP300/RAB2A/CALM1/RBX1/ATP6V1H/DNAJC16/UCHL1/CASP8/VDAC1/CUL1/ATP6V1A/CHMP2A/SLC25A4/RAB3GAP1/USP36/ABI2/TIMM23/ATP6V1E1/LZTS1/ATP6V0A2/CTTN/TSG101/VPS16/NSFL1C/UFC1/FBXO7/ATG12/MAP1LC3B/PIKFYVE/LGALS8/VCP/ARHGAP26/PIP4K2B/RAB1A/PINK1/IRGQ/DNM1L/BNIP3L/UBQLN4/TP53/VPS28/VPS13D/GABARAPL2",49
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","14/1101","52/18860",0.269230769230769,4.61189128764061,6.49394745297058,1.07624090549976e-06,7.90340544064197e-05,6.62910855452161e-05,"NDUFA10/PARK7/NDUFA1/NDUFA6/NDUFV2/NDUFS5/NDUFV1/NDUFS7/DLD/NDUFB8/NDUFAB1/NDUFS3/SNCA/PINK1",14
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","16/1101","67/18860",0.238805970149254,4.09071807176651,6.31019052387089,1.08940445084378e-06,7.90340544064197e-05,6.62910855452161e-05,"HNRNPU/TERF2IP/HSP90AB1/PTGES3/NAT10/CCT3/NHP2/DKC1/CTNNB1/CCT7/CCT4/CCT2/RAD50/TP53/HSP90AA1/ATR",16
"GO:0016072","GO:0016072","rRNA metabolic process","37/1101","270/18860",0.137037037037037,2.34742826386786,5.55253847100393,1.17926726086122e-06,8.43972893719057e-05,7.07895852181274e-05,"TOP1/KRR1/ESF1/MACROH2A1/NVL/SMARCA4/NOP56/PWP1/SNU13/NAT10/RPS15/PRKDC/MAPT/POP4/WDR46/NCL/NHP2/ZNHIT6/DKC1/GTF3C1/AK6/POLR1B/EXOSC4/USP36/DDX27/NOL8/ABT1/SPIN1/RPL7A/MRM3/RRS1/GTF3A/TSR2/TP53/RIOK3/RPL35A/RIOK2",37
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","29/1101","186/18860",0.155913978494624,2.67078804215132,5.70168065582993,1.22299468786769e-06,8.63597315592972e-05,7.24356151972162e-05,"MACROH2A1/TALDO1/GAPDH/EP300/PFKM/NMNAT2/ZBTB7A/UCHL1/GPI/TKT/LDHB/ENO2/ALDOC/GOT1/MDH2/RAN/SLC25A12/PLPBP/OGDHL/ALDOA/APP/ACO1/VCP/PGD/TP53/ENO1/PRKAG1/FLCN/MTCH2",29
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II","23/1101","129/18860",0.178294573643411,3.05416499447296,5.82899165235567,1.46893338081755e-06,0.000102361462958023,8.58573250283941e-05,"EAPP/SUPT16H/ERCC3/INTS3/ELOA/PPP2R1A/WDR82/HNRNPU/CUL3/RBX1/MED1/PPP1R10/LDB1/PARP1/MED8/PPP1CA/RTF1/CTNNB1/TOX4/SKIC8/NELFE/USP15/INTS12",23
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","16/1101","69/18860",0.231884057971014,3.97214653345444,6.15833844062514,1.66089852455533e-06,0.000114235306312273,9.58167023051741e-05,"RBM25/HNRNPL/NOVA1/HNRNPU/SRSF7/SRSF5/SRSF2/ZBTB7A/SRSF9/SAP18/TIA1/CELF2/SRSF6/SRSF4/SRSF1/CELF3",16
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","28/1101","179/18860",0.156424581005587,2.67953460287499,5.62158973206539,1.73825153801128e-06,0.00011802282237574,9.89935423806695e-05,"MACROH2A1/TALDO1/GAPDH/EP300/PFKM/NMNAT2/ZBTB7A/UCHL1/GPI/TKT/LDHB/ENO2/ALDOC/GOT1/MDH2/RAN/SLC25A12/OGDHL/ALDOA/APP/ACO1/VCP/PGD/TP53/ENO1/PRKAG1/FLCN/MTCH2",28
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","21/1101","112/18860",0.1875,3.21185286103542,5.84563248905817,1.7942399587672e-06,0.000120282212932039,0.000100888642584911,"FXR1/U2AF2/CIRBP/SFSWAP/PABPC1/HNRNPU/SRSF7/SRSF9/SAP18/DND1/RBM10/LRPPRC/SYNCRIP/SRSF6/NBAS/SRSF4/QKI/DHX9/SRSF1/HNRNPAB/SLIRP",21
"GO:2000779","GO:2000779","regulation of double-strand break repair","25/1101","151/18860",0.165562913907285,2.83607316647719,5.64023119043473,2.15245683563255e-06,0.000142492642518875,0.000119517997978544,"ACTB/SLF2/CREBBP/NBN/ARID1A/SMARCA4/TERF2IP/KDM1A/BCL7A/RPA2/PRKDC/WAS/SMARCC1/PPP4R3A/PARP1/MORF4L1/RUVBL1/H2AX/UBE2N/ACTR2/RAD50/UBQLN4/ATR/SMARCC2/OGG1",25
"GO:0006282","GO:0006282","regulation of DNA repair","33/1101","236/18860",0.139830508474576,2.39528009975523,5.37062286208966,2.81851580549526e-06,0.000184282218591394,0.000154569677702274,"ACTB/FAM168A/SLF2/CREBBP/NBN/ARID1A/SMARCA4/TERF2IP/KDM1A/BCL7A/RPA2/SF3B5/PRKDC/WAS/SMARCC1/PPP4R3A/PARP1/MORF4L1/RUVBL1/HMGB1/UBE2V1/TAF9/YY1/DHX9/H2AX/UBE2N/ACTR2/RAD50/UBQLN4/ATR/CUL4A/SMARCC2/OGG1",33
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","9/1101","23/18860",0.391304347826087,6.70299727520436,6.81404424696403,2.95610816215895e-06,0.000190921327156022,0.000160138336897442,"PTGES3/CCT3/DKC1/CTNNB1/CCT7/CCT4/CCT2/HSP90AA1/ATR",9
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","35/1101","259/18860",0.135135135135135,2.31484890885436,5.30519463895098,3.14071555348712e-06,0.000200400356280335,0.000168089025183458,"ACTB/PARK7/ATP2A2/HIP1/SYN3/ACTG1/CTBP1/CALM1/CALM2/AP3D1/CALY/ATP6V1A/ARHGDIA/BIN1/AP2A2/DVL1/CLTA/VAMP2/CLCN3/SNAP25/CTNNB1/RAB3GAP1/ATP6V1E1/AAK1/SCRIB/NAPA/AMPH/AP2M1/SNCA/SV2B/ATP6AP1/UNC13B/AP3M2/DNM3/NECAP1",35
"GO:1903829","GO:1903829","positive regulation of protein localization","52/1101","459/18860",0.113289760348584,1.94064021814195,5.07987364336199,3.57432546852506e-06,0.000225352710491771,0.000189018213999696,"GLUD1/PARK7/BICD1/PPM1A/EZR/CREBBP/EP300/PFKM/HSP90AB1/IFNAR2/JAK1/PPIA/TESK1/PARP1/MAPT/TCF7L2/SSH1/CCT3/VEGFA/DVL1/PPARD/AMOTL2/RUFY3/VAMP2/FNTA/ADAM9/CCT7/DYNLL1/RAN/NUMA1/TSG101/GNL3/ANP32B/CCT4/OAZ1/CCDC88A/CYLD/PIK3R1/IPO7/APP/TGFB2/SORL1/SNCA/CCT2/DNM1L/UNC13B/HSP90AA1/SORBS1/VPS28/APC/GNA11/FRMD4A",52
"GO:0010506","GO:0010506","regulation of autophagy","45/1101","377/18860",0.119363395225464,2.04468086644165,5.10166362226917,4.13325379052188e-06,0.000257526024407104,0.000216004099021701,"WNK1/GOLGA2/CDC37/PARK7/CSNK1A1/USP33/USP10/GAPDH/TFEB/EP300/EEF1A1/RBX1/ATP6V1H/TRIM23/UCHL1/VDAC1/CUL1/ATP6V1A/MAPT/SLC25A4/PLK2/HMGB1/RAB3GAP1/DAPK1/IFI16/USP36/ATP6V1E1/LZTS1/ATP6V0A2/CTTN/NPRL3/FBXO7/ATG12/PIP4K2B/SNCA/PINK1/IRGQ/DNM1L/KDM4A/BNIP3L/UBQLN4/TP53/FLCN/VPS13D/TMEM59",45
"GO:0007034","GO:0007034","vacuolar transport","27/1101","178/18860",0.151685393258427,2.59835287634326,5.33475796281704,4.80648133916985e-06,0.000295989827584227,0.000248266233186007,"GGA3/SNX27/LAMP1/RHOB/AP3D1/PCDHGA3/CHMP2A/BIN1/TMEM50A/HSPA8/TRAK1/EHD3/VPS53/TSG101/VPS16/M6PR/LYST/LEPROTL1/SORL1/VCP/PINK1/VPS8/HOOK2/VPS28/VPS13D/IGF2R/TMEM106B",27
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","26/1101","168/18860",0.154761904761905,2.65105315514035,5.35219029588114,4.92750433659627e-06,0.000299954746742688,0.000251591872963536,"L1CAM/DCHS1/PCDHGC3/PCDHGB4/PCDHGA8/PCDHGA12/PCDHGC5/PCDHGC4/PCDHGB7/PCDHGB6/PCDHGB5/PCDHGB3/PCDHGB2/PCDHGB1/PCDHGA11/PCDHGA10/PCDHGA9/PCDHGA7/PCDHGA6/PCDHGA5/PCDHGA4/PCDHGA3/PCDHGA2/PCDHGA1/PALLD/CDH15",26
