"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"2396","237139_at",3.6081713796249,3.90234925718051,6.78999330709978,4.4304777013288e-07,0.00014039208423603,6.49296594116906,NA,NA
"290","200006_at",-1.45120423711748,12.3958973008951,-6.77411339252168,4.60328660479967e-07,0.000143819825781384,6.45639420599643,"PARK7","Parkinsonism associated deglycase"
"56","1555153_s_at",3.11119351847843,3.84284495289711,6.75785411388453,4.78736062868117e-07,0.00014872098998474,6.41891460078629,NA,NA
"2219","232309_at",3.19593029385347,4.29622571792472,6.74714427826948,4.91269677664031e-07,0.000151752370769949,6.39420829263389,NA,NA
"860","208703_s_at",-2.1620800439231,8.01019714752781,-6.74086583743894,4.98772490528442e-07,0.000152348524690741,6.37971774024529,"APLP2","amyloid beta precursor like protein 2"
"1834","224666_at",-1.45275469336578,8.63745532968688,-6.74111083446021,4.98477534772789e-07,0.000152348524690741,6.38028328597983,NA,NA
"2781","36612_at",1.32028078807697,9.23533606444074,6.71596320820402,5.29701814612804e-07,0.000160896926188639,6.32219244234006,"FAM168A","family with sequence similarity 168 member A"
"390","201020_at",-3.28961808490033,8.81337025840335,-6.70712072369652,5.41149347943385e-07,0.000162287206513459,6.30174691811435,"YWHAH","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta"
"622","203146_s_at",-1.54238980515933,9.45941282441032,-6.70776807307323,5.40302785981976e-07,0.000162287206513459,6.30324405673509,"GABBR1","gamma-aminobutyric acid type B receptor subunit 1"
"2777","33148_at",1.82558229008572,6.94579935403134,6.70556944938144,5.4318351699978e-07,0.000162287206513459,6.29815903317162,"ZFR","zinc finger RNA binding protein"
"1729","222652_s_at",1.96976022919892,6.82841040908985,6.70218699879716,5.47645983979048e-07,0.000162731218337252,6.29033481260281,NA,NA
"405","201083_s_at",1.64401853692154,7.74015947797424,6.69711776064491,5.5440398060603e-07,0.000163848852106133,6.27860598710048,"BCLAF1","BCL2 associated transcription factor 1"
"2057","228582_x_at",1.75628338741897,9.07640182168574,6.68952499811928,5.64685731976798e-07,0.000165990281698019,6.26103223321437,NA,NA
"266","1569126_at",3.17164769751893,5.1570264396329,6.6850064085175,5.7089672366494e-07,0.000166918600889736,6.2505702594463,NA,NA
"76","1555920_at",3.45180663964388,4.9030837254021,6.66907050333598,5.93363152142388e-07,0.000170063627228281,6.21365266330345,NA,NA
"381","200980_s_at",-1.55974420713228,9.14605880815769,-6.67492820005947,5.85001967356398e-07,0.000170063627228281,6.22722656053975,"PDHA1","pyruvate dehydrogenase E1 subunit alpha 1"
"977","209484_s_at",1.40484206528041,9.45421025338991,6.66856168735669,5.94095158675842e-07,0.000170063627228281,6.21247338926634,"NSL1","NSL1 component of MIS12 kinetochore complex"
"2769","244868_at",2.99610308231253,5.05433909006751,6.67255217781577,5.88378878953745e-07,0.000170063627228281,6.22172119170845,NA,NA
"464","201526_at",-2.15241185687126,7.41901485613932,-6.6631288979101,6.01968695270336e-07,0.000171419991739092,6.19987984364464,"ARF5","ARF GTPase 5"
"652","203482_at",-1.37624134145248,7.88499006150529,-6.66061067057711,6.05654294150327e-07,0.000171575899133001,6.19404115640541,"SLF2","SMC5/6 complex localization factor 2"
"748","205709_s_at",1.56382118089522,9.20371159340504,6.64642669339176,6.26847790503467e-07,0.00017575847664501,6.16113950251911,"CDS1","CDP-diacylglycerol synthase 1"
"1179","212492_s_at",3.69185542621018,7.5611209039877,6.64789947777636,6.24612418919706e-07,0.00017575847664501,6.16455701734514,"KDM4B","lysine demethylase 4B"
"1561","218859_s_at",1.85976139607603,8.51746239105689,6.63638149182033,6.42313482238184e-07,0.000179175967558024,6.13782281293929,"ESF1","ESF1 nucleolar pre-rRNA processing protein"
"2325","235672_at",1.89564215366436,8.09202237495581,6.62867301298353,6.54445061668262e-07,0.000181633420034072,6.11992138481254,NA,NA
"88","1556323_at",2.82194604448269,7.74092749731386,6.62565581991529,6.59256920830509e-07,0.000182044808820243,6.11291249612976,NA,NA
"1299","213927_at",-1.31287183229127,9.39822339281929,-6.61736304456656,6.72669084570132e-07,0.00018481498592398,6.0936425853487,"MAP3K9","mitogen-activated protein kinase kinase kinase 9"
"2472","239095_at",1.61568222698364,9.47804449516609,6.61133442259899,6.82593783833253e-07,0.000186604075655415,6.07962843056682,NA,NA
"834","208248_x_at",-1.68141557894097,10.5938549856104,-6.60398103199747,6.94901847782502e-07,0.000187941994288196,6.06252850895645,"APLP2","amyloid beta precursor like protein 2"
"1086","211568_at",2.46317655565825,7.96159639554578,6.60497459173534,6.9322569732182e-07,0.000187941994288196,6.06483937772633,"ADGRB3","adhesion G protein-coupled receptor B3"
"1167","212384_at",2.95523026759115,5.90499150237181,6.60226876105228,6.97800179981778e-07,0.000187941994288196,6.05854573563501,"DDX39B","DExD-box helicase 39B"
"1168","212384_at",2.95523026759115,5.90499150237181,6.60226876105228,6.97800179981778e-07,0.000187941994288196,6.05854573563501,"ATP6V1G2-DDX39B","ATP6V1G2-DDX39B readthrough (NMD candidate)"
"1373","214897_at",3.44917805495298,4.2347978399173,6.59834049838271,7.04496156831359e-07,0.000188815330268405,6.04940713132249,NA,NA
"1771","223193_x_at",-2.32670907773992,9.36863997682949,-6.59493871718768,7.10347636660233e-07,0.000189454912362918,6.04149175175438,NA,NA
"345","200811_at",-1.72662292332511,9.25099716127128,-6.58523024150002,7.27321455430017e-07,0.000191184137382866,6.01889375199762,"CIRBP","cold inducible RNA binding protein"
"755","205809_s_at",2.49818755202697,9.4158877043059,6.58715814531448,7.23918201526294e-07,0.000191184137382866,6.02338219123674,"WASL","WASP like actin nucleation promoting factor"
"912","209026_x_at",-2.08248726266715,9.57948568483068,-6.58706487897409,7.24082466618657e-07,0.000191184137382866,6.02316506441564,"TUBB","tubulin beta class I"
"519","201996_s_at",2.40996575048568,7.36631457809569,6.57838839521133,7.39531338683204e-07,0.000193123818536048,6.00296118536778,"SPEN","spen family transcriptional repressor"
"2386","236841_at",1.8646358053722,7.91377997362068,6.57714922198483,7.41765009466304e-07,0.000193123818536048,6.00007490345785,NA,NA
"1365","214806_at",1.88214093235743,7.42390605007274,6.56468966341342,7.64609938362129e-07,0.000197193624433724,5.97104344185587,"BICD1","BICD cargo adaptor 1"
"2717","243916_x_at",1.93599707886745,8.57309478940886,6.56531706841071,7.63442602268648e-07,0.000197193624433724,5.97250579343897,NA,NA
"1469","217482_at",2.76499131809295,6.55395310817502,6.56022127688415,7.72976525885888e-07,0.000198415453299582,5.96062713627844,NA,NA
"746","205596_s_at",1.78069207335357,8.78611553847484,6.55813408153021,7.76916504920708e-07,0.000198494906105326,5.9557608000134,"SMURF2","SMAD specific E3 ubiquitin protein ligase 2"
"468","201552_at",-1.81882518470708,8.60013502256273,-6.53761160163418,8.16764223158608e-07,0.000206743443987023,5.90788341971421,"LAMP1","lysosomal associated membrane protein 1"
"952","209186_at",1.65189612771195,8.97408178700605,6.5385391215116,8.14919109661985e-07,0.000206743443987023,5.91004837961825,"ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2"
"2128","230064_at",3.03120770656019,8.31514949201214,6.53351905280263,8.24956510734906e-07,0.000207854825919037,5.89832957278664,NA,NA
"1875","225167_at",1.46286783809333,8.03814194915414,6.52705844691438,8.38059926983712e-07,0.000210074424735887,5.88324340390036,NA,NA
"2145","230427_s_at",-1.37070259184848,6.71946408814496,-6.52540356240266,8.4145037068421e-07,0.000210074424735887,5.8793782519782,NA,NA
"735","205426_s_at",2.93588044741193,3.70916029410826,6.52260799009056,8.47209588526994e-07,0.000210550837512334,5.87284813986563,"HIP1","huntingtin interacting protein 1"
"152","1558733_at",2.18855736428889,7.64235009768342,6.51693949431271,8.59011022277595e-07,0.000211560484878502,5.85960427688693,NA,NA
"775","206562_s_at",2.47280055966994,8.61581101206725,6.51745735112653,8.57925958573166e-07,0.000211560484878502,5.86081436079726,"CSNK1A1","casein kinase 1 alpha 1"
"2412","237768_x_at",2.74307935275095,7.17258043706408,6.50884671066698,8.76150704483073e-07,0.00021481407967539,5.84068946122718,NA,NA
"151","1558702_at",2.1285251951385,4.59286397890956,6.50143713575865,8.92149013366903e-07,0.000215977538381712,5.82336441909254,NA,NA
"207","1561763_at",2.70780253575237,3.96607881851861,6.50116296739528,8.92746660709044e-07,0.000215977538381712,5.82272323043127,NA,NA
"1122","212007_at",1.58966984924619,9.35337918159023,6.50424394544148,8.86053979249573e-07,0.000215977538381712,5.82992808394118,"UBXN4","UBX domain protein 4"
"1370","214843_s_at",1.67899980857645,8.08776481211482,6.49649543195297,9.02984047649551e-07,0.000217491862578146,5.81180600417578,"USP33","ubiquitin specific peptidase 33"
"1656","221506_s_at",1.75701260007717,11.164766609475,6.49310558672613,9.10493986347765e-07,0.000218338853963,5.80387558597024,"TNPO2","transportin 2"
"2148","230528_s_at",1.82204980763546,8.38754089034442,6.49057115054097,9.16150394060539e-07,0.000218735907402882,5.79794544792792,NA,NA
"1390","215169_at",2.07031167767446,8.33722126610876,6.48673418246295,9.24782049135095e-07,0.000219836776245484,5.78896611972415,"SLC35E2A","solute carrier family 35 member E2A (pseudogene)"
"956","209225_x_at",1.82993738817545,10.4533614752909,6.47731908082296,9.46315189161486e-07,0.000223981744447637,5.76692515417302,"TNPO1","transportin 1"
"2614","242239_at",2.33068414696713,8.93729875346859,6.47329744152932,9.55668105822709e-07,0.000225220490025244,5.75750711596505,NA,NA
"2649","242835_s_at",2.77650589132233,8.21068411072928,6.46511668500472,9.74985429149817e-07,0.000228786816904576,5.73834302344823,NA,NA
"91","1556352_at",1.98905073719227,8.39739716499656,6.46122750909544,9.84308066478343e-07,0.000229008695892355,5.72922946274846,NA,NA
"1260","213457_at",1.34870017863988,8.33501656666493,6.46125783702419,9.84235017960054e-07,0.000229008695892355,5.72930053770176,"MFHAS1","multifunctional ROCO family signaling regulator 1"
"182","1560109_s_at",3.25572072269637,5.1306566831979,6.45240179019051,1.00580234852444e-06,0.000229847722838214,5.70854123818186,NA,NA
"368","200932_s_at",-1.27273075141492,8.89443353920438,-6.4505364943807,1.0104059959394e-06,0.000229847722838214,5.70416762306777,"DCTN2","dynactin subunit 2"
"627","203197_s_at",-1.5786927748223,8.19740972445125,-6.45384169301613,1.00226321282228e-06,0.000229847722838214,5.71191713411428,"CZIB","CXXC motif containing zinc binding protein"
"754","205794_s_at",-2.01145476602653,8.64845084672774,-6.44416783590009,1.026286588173e-06,0.000229847722838214,5.68923167370865,"NOVA1","NOVA alternative splicing regulator 1"
"1494","217818_s_at",-2.78199697860518,3.91089852330822,-6.44502557049965,1.02413304957198e-06,0.000229847722838214,5.69124354103119,"ARPC4","actin related protein 2/3 complex subunit 4"
"1548","218546_at",-1.64745735773423,9.06356405266888,-6.44271166180466,1.02995321619319e-06,0.000229847722838214,5.68581592806479,"C1orf115","chromosome 1 open reading frame 115"
"1777","223261_at",1.49145439216804,6.96705701044281,6.44968312411799,1.01251931023465e-06,0.000229847722838214,5.70216656009761,NA,NA
"2369","236488_s_at",1.57348042176456,8.28975450913046,6.44319056666086,1.02874586928992e-06,0.000229847722838214,5.68693932274608,NA,NA
"2379","236696_at",2.90024790147577,4.83859863581632,6.44513882477046,1.02384904313843e-06,0.000229847722838214,5.69150917900571,NA,NA
"2408","237549_at",2.63767920030419,5.38677824882445,6.44820762977455,1.01618390358509e-06,0.000229847722838214,5.69870647459447,NA,NA
"1021","210425_x_at",-2.62514367296775,7.58359444901174,-6.43758015041377,1.04298101687074e-06,0.00023180889063987,5.67377691320234,"GOLGA8A","golgin A8 family member A"
"1022","210425_x_at",-2.62514367296775,7.58359444901174,-6.43758015041377,1.04298101687074e-06,0.00023180889063987,5.67377691320234,"GOLGA8B","golgin A8 family member B"
"8","1552507_at",3.34066862551664,4.54625775232244,6.43215925219597,1.05692593988977e-06,0.00023328602000429,5.6610555291571,NA,NA
"2284","234505_at",2.06376468686991,7.50272585413815,6.43168279568933,1.05816063943418e-06,0.00023328602000429,5.65993724562706,NA,NA
"255","1566887_x_at",2.67159357479511,9.69622477022155,6.42227367483406,1.08284695224597e-06,0.000234125087869201,5.6378476680629,NA,NA
"564","202397_at",-1.29345099010485,8.46357915179924,-6.42576083936247,1.07363011961989e-06,0.000234125087869201,5.64603564216362,"NUTF2","nuclear transport factor 2"
"1847","224828_at",1.99692902321993,9.16477002492707,6.42207398583852,1.08337717843453e-06,0.000234125087869201,5.63737874781452,NA,NA
"2035","227740_at",1.82357249580564,8.37987033708451,6.42707277883261,1.07018329009862e-06,0.000234125087869201,5.64911574088866,NA,NA
"2454","238736_at",1.33991121197261,8.12767036820382,6.42513033453546,1.07529065230308e-06,0.000234125087869201,5.64455530450429,NA,NA
"2501","239740_at",2.96135483414907,3.7654449278413,6.41269444098268,1.10858259236752e-06,0.000238628949754702,5.61534783209721,NA,NA
"39","1554249_a_at",3.87622256162294,4.73775420773564,6.40212460515303,1.13770350550469e-06,0.000242038673787818,5.59050854697507,NA,NA
"1129","212079_s_at",2.42475363152262,6.28471545552319,6.40521767512691,1.12910205325974e-06,0.000242038673787818,5.59777868910021,"KMT2A","lysine methyltransferase 2A"
"1701","222395_s_at",1.80861791604793,7.50153273150281,6.40348330304639,1.13391694207924e-06,0.000242038673787818,5.59370225441234,NA,NA
"388","201011_at",-1.51573031372966,7.70811468774331,-6.39892700559891,1.14666581760445e-06,0.000242450411548469,5.58299151551796,"RPN1","ribophorin I"
"1633","220864_s_at",-1.85884408180201,9.48209028959685,-6.39827301968792,1.1485076651313e-06,0.000242450411548469,5.58145395230563,"NDUFA13","NADH:ubiquinone oxidoreductase subunit A13"
"1420","215789_s_at",2.23671548350418,9.39207426956058,6.39055004525981,1.17048746601562e-06,0.000246140008478476,5.56329289849226,"AJAP1","adherens junctions associated protein 1"
"998","209982_s_at",1.58103852476738,8.3968538264266,6.37935662897498,1.20310717139435e-06,0.000252030209180022,5.53695834015257,"NRXN2","neurexin 2"
"1264","213486_at",-2.07560378126041,11.4957121209513,-6.37229916631151,1.22414835639647e-06,0.000252837160265002,5.52034675863819,"COPG2IT1","COPG2 imprinted transcript 1"
"1798","223916_s_at",3.94737252123434,4.33028316034716,6.37033156687177,1.23008110892529e-06,0.000252837160265002,5.51571445258797,NA,NA
"2039","227923_at",1.27164290641352,10.1366744926966,6.37216692009311,1.22454619339059e-06,0.000252837160265002,5.52003542655922,NA,NA
"2191","231875_at",1.44046681732656,8.95054976633565,6.37271163446756,1.22290837150307e-06,0.000252837160265002,5.52131777179286,NA,NA
"2450","238651_at",1.6595527542913,7.87839511287421,6.37124680310781,1.22731783338093e-06,0.000252837160265002,5.51786924380036,NA,NA
"262","1568877_a_at",2.36689540213326,6.78120447875227,6.36235149657991,1.25444454798575e-06,0.000256553247027527,5.49692235567197,NA,NA
"1854","224875_at",2.13533157404165,5.8547001439969,6.36134731862731,1.2575449511363e-06,0.000256553247027527,5.49455710821485,NA,NA
"2006","227195_at",1.88795287281627,8.78591951791685,6.35552774732585,1.27566717318107e-06,0.000259282909641915,5.48084732080579,NA,NA
"1880","225234_at",1.32748592773277,8.25719767132021,6.35019363962119,1.29251118183443e-06,0.000261733514321472,5.46827770544967,NA,NA
"2136","230270_at",1.90415064367549,7.60877236755638,6.34661517795407,1.30393798130392e-06,0.000263073096412516,5.45984333507268,NA,NA
"700","204415_at",-2.17215221627732,7.90212875471903,-6.34446515948161,1.31085286499165e-06,0.000263495883799332,5.45477506014757,"IFI6","interferon alpha inducible protein 6"
"109","1557176_a_at",1.47482893977083,7.05537379911671,6.33733406756472,1.33405629775036e-06,0.000265234647561822,5.43796095460124,NA,NA
"1300","213954_at",1.64686640290767,8.4906361370185,6.33775483237099,1.33267565851505e-06,0.000265234647561822,5.43895322305517,"FAM169A","family with sequence similarity 169 member A"
"2444","238595_at",2.58478068463776,6.69553146812317,6.33744052235554,1.33370685422934e-06,0.000265234647561822,5.43821200352254,NA,NA
"1176","212462_at",1.43014436250161,8.97263865517377,6.33334458739029,1.34721940350964e-06,0.000265937610339962,5.42855174005704,"KAT6B","lysine acetyltransferase 6B"
"1937","226018_at",-2.24696688464243,9.75798264423919,-6.33331426778538,1.34731994630397e-06,0.000265937610339962,5.4284802239825,NA,NA
"1525","218166_s_at",1.59725701063239,7.67341020172667,6.3291401996059,1.36123473975095e-06,0.000267717659697422,5.41863366081736,"RSF1","remodeling and spacing factor 1"
"1231","213065_at",-1.11930985124575,9.03544675613282,-6.32046395592638,1.39062809885556e-06,0.00027154496894617,5.39816006206733,"ZFC3H1","zinc finger C3H1-type containing"
"2745","244300_at",2.64886277671016,6.66172037378171,6.3214936596607,1.38710614620192e-06,0.00027154496894617,5.40059034205989,NA,NA
"1993","227030_at",2.73552911273075,4.7264344872392,6.31417852848979,1.41232476239257e-06,0.000274005195272599,5.38332269865766,NA,NA
"2090","229264_at",1.50149349822486,7.70450939603322,6.31391256898343,1.41325038988337e-06,0.000274005195272599,5.38269477459935,NA,NA
"138","1558226_a_at",1.63501985945947,7.97219122203954,6.29831027631862,1.46864648236505e-06,0.000283224273396812,5.34584385442172,NA,NA
"1832","224651_at",1.56766036070575,8.98148941880914,6.29761651988418,1.47116037758929e-06,0.000283224273396812,5.34420462633019,NA,NA
"357","200876_s_at",-1.86784616567613,9.35076452219785,-6.28784933795692,1.50702122687566e-06,0.000289110124840094,5.32112057856182,"PSMB1","proteasome 20S subunit beta 1"
